,mention_id,unique_id,uuid,patent_id,inventor_id,rawlocation_id,name_first,name_last,sequence,rule_47,deceased,id,location_id,city,state,country,latlong
3652,US5003798-1,9100,x3lsi20udxvly69e7xwcvgwmm,5003798,fl:av_ln:kavitsky-1,9znrxvjx0pkyh4qheaqch1q1b,Avraham,Kavitsky,1,FALSE,FALSE,9znrxvjx0pkyh4qheaqch1q1b,fe9ae00e-09bd-11ec-893a-12de62d610b1,Ramat Gan,,IL,32.071|34.827
3653,US5004105-0,5403,666nhpa2w9ay9nkekopk51fm9,5004105,fl:to_ln:freadman-1,wkvklh6ob4n0cdxqm98tw0jpn,Tommyca,Freadman,0,FALSE,FALSE,wkvklh6ob4n0cdxqm98tw0jpn,4c37f389-cb8e-11eb-9615-121df0c29c1e,Goshen,NY,US,41.4013|-74.3267
3654,US5004165-1,8218,nf2zbsvk678cg1qm6302uy6y5,5004165,fl:ha_ln:hochman-1,t7d5twgq8kg3dhxpqx42t5qfv,Haim,Hochman,1,FALSE,FALSE,t7d5twgq8kg3dhxpqx42t5qfv,fe9ae00e-09bd-11ec-893a-12de62d610b1,Ramat Gan,,IL,32.071|34.827
3655,US5004309-3,15314,0kc9qeb7uqsliv7jvicdi1as8,5004309,fl:jo_ln:shamir-2,8rhogy7yjdppz3tqtudjp1ez8,Joseph,Shamir,3,FALSE,FALSE,8rhogy7yjdppz3tqtudjp1ez8,fe1cb1c3-cb8f-11eb-9615-121df0c29c1e,Huntsville,AL,US,34.7015|-86.5766
3656,US5004454-0,2019,74i662k12zbj4jg5zszdqvuqo,5004454,fl:mo_ln:beyar-3,juci55gr9dinq5fljekssc0cf,Mordechay,Beyar,0,FALSE,FALSE,juci55gr9dinq5fljekssc0cf,4713227d-cb8e-11eb-9615-121df0c29c1e,Caesaria,,IL,
3657,US5004547-0,7515,0sk99xt1dvg7hgzw02foca3ff,5004547,0sk99xt1dvg7hgzw02foca3ff,avh29qfhrrxj7hgl0fjuyb9zw,Hay,Grunfeld,0,FALSE,FALSE,avh29qfhrrxj7hgl0fjuyb9zw,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3658,US5004694-1,3793,zwyji706sm56zxxjl2rdj3gzx,5004694,zwyji706sm56zxxjl2rdj3gzx,unpmymue0bfp0iqrv34xfe6dg,Enrica,Draghi,1,FALSE,FALSE,unpmymue0bfp0iqrv34xfe6dg,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3659,US5004726-0,15441,ms4jn27cpjs2moh3jjpyntwt7,5004726,fl:av_ln:shaulov-1,94hewnn1izgthaov5g5lqh7dt,Avner A.,Shaulov,0,FALSE,FALSE,94hewnn1izgthaov5g5lqh7dt,8de1df9a-cb8e-11eb-9615-121df0c29c1e,Monsey,NY,US,41.118|-74.0594
3660,US5004728-3,16089,nr2qssbdxdwhjhpguqjhbf06h,5004728,nr2qssbdxdwhjhpguqjhbf06h,czc1syip8288busb4ued4fu6m,David,Sklan,3,FALSE,FALSE,czc1syip8288busb4ued4fu6m,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3661,US5004997-0,15665,9vblgayivm846u2uad8uua61m,5004997,fl:be_ln:shisgal-1,icj1dc87sd8or43psldj4a0c2,Ben Z.,Shisgal,0,FALSE,FALSE,icj1dc87sd8or43psldj4a0c2,99f8d957-cbae-11eb-9615-121df0c29c1e,Carmiel,,IL,32.9127|35.3005
3662,US5005318-0,15200,5jlo647vtlkx7h3i7m8ogzeur,5005318,fl:aa_ln:shafir-1,ir9n5peave0n1onr2cg84zem2,Aaron,Shafir,0,FALSE,FALSE,ir9n5peave0n1onr2cg84zem2,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3663,US5005347-0,9115,b8so8m8labv4nyh54nmd518o4,5005347,fl:da_ln:kedem-1,mx3ycodybjsixw8z269m405ue,Dan,Kedem,0,FALSE,FALSE,mx3ycodybjsixw8z269m405ue,9279bac4-cb90-11eb-9615-121df0c29c1e,Weizman,,IL,32.4474|34.8996
3664,US5005419-2,3314,kbew5wgefupm5naq672y8k1b8,5005419,fl:ca_ln:crawford-4,bvs035wk7sljx78l0sc6iylet,Carl R.,Crawford,2,FALSE,FALSE,bvs035wk7sljx78l0sc6iylet,de09fd42-cb8e-11eb-9615-121df0c29c1e,Milwaukee,WI,US,43.0563|-87.9323
3665,US5005588-0,14383,6mzlbi0twjy9ge7v2rcocsxsi,5005588,fl:da_ln:rubin-24,a142m9dqfua02z48nczsrcgko,David,Rubin,0,FALSE,FALSE,a142m9dqfua02z48nczsrcgko,ec16f9be-cb90-11eb-9615-121df0c29c1e,San Diego,CA,US,32.8247|-117.152
3666,US5006281-0,14383,p9lv2ly2s4r6r8h9mb8nj6xl0,5006281,fl:da_ln:rubin-24,a1tefp0xrwa6738nu9jh6hwr0,David,Rubin,0,FALSE,FALSE,a1tefp0xrwa6738nu9jh6hwr0,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3667,US5006974-2,4085,nkqxc7sxp40vut9oou8v2qdi3,5006974,fl:bo_ln:eitan-6,4ou2ezadxyrf43g7lm3yl9z4g,Boaz,Eitan,2,FALSE,FALSE,4ou2ezadxyrf43g7lm3yl9z4g,ea59a211-09be-11ec-893a-12de62d610b1,Sunnyvale,CA,US,37.3688|-122.036
3668,US5007248-1,9695,bkjm0wczjj5jsz0d2oi8r1u9v,5007248,bkjm0wczjj5jsz0d2oi8r1u9v,7rmtcd63acp57fn60t1jrog4c,Yair,Kovesh,1,FALSE,FALSE,7rmtcd63acp57fn60t1jrog4c,3938a931-cb90-11eb-9615-121df0c29c1e,Kfar Szold,,IL,33.1947|35.6578
3669,US5007453-0,1796,axeya1px55vq5dp5eelhtkzvv,5007453,axeya1px55vq5dp5eelhtkzvv,rokyvs0w7hm5n6e5vhca4vgy4,Yehuda,Berkowitz,0,FALSE,FALSE,rokyvs0w7hm5n6e5vhca4vgy4,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3670,US5007586-0,2910,npw9iwjnnukhoj5flrrx1xwba,5007586,fl:am_ln:cohen-12,dtjwaon5018lfmrs8xqylsggl,Amir,Cohen,0,FALSE,FALSE,dtjwaon5018lfmrs8xqylsggl,ffd1f909-cb8f-11eb-9615-121df0c29c1e,Tuvalium,,IL,
3671,US5007832-0,11582,le9djzd4m76r7j8fjyfj549um,5007832,fl:mo_ln:meller-1,mihil7rzdcyie0l2zu41mdxkn,Moshe,Meller,0,FALSE,FALSE,mihil7rzdcyie0l2zu41mdxkn,881fbb96-cb90-11eb-9615-121df0c29c1e,Lakewood,NJ,US,40.0979|-74.2176
3672,US5007915-0,12569,aglf6bozeh6fsxint3fsf949n,5007915,fl:av_ln:nussbaum-1,6e1r0sq5yvght2ihtqmxcx2hh,Avraham,Nussbaum,0,FALSE,FALSE,6e1r0sq5yvght2ihtqmxcx2hh,938f5a12-cb8e-11eb-9615-121df0c29c1e,Moshav Mazor,,IL,31.9523|34.9219
3673,US5008246-3,3560,25g4r04j420q2uzymorwjp0zp,5008246,fl:la_ln:denes-1,wlfpkqxxa62euv5ag8a228f59,Laszlo,Denes,3,FALSE,FALSE,wlfpkqxxa62euv5ag8a228f59,fb66b0c4-09be-11ec-893a-12de62d610b1,Budapest,,HU,47.4814|19.1461
3674,US5008527-0,17654,zqqmppu6qbnfco1yae0zln9lz,5008527,fl:sh_ln:wilk-2,3a74d1igr5tbqu61946z1oq8i,Shalom,Wilk,0,FALSE,FALSE,3a74d1igr5tbqu61946z1oq8i,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3675,US5008743-0,9077,o54hatropuazarfe94qmwe4cr,5008743,fl:yi_ln:katzir-3,vlfsh252jt45cqu2z2r29q6qx,Yigal,Katzir,0,FALSE,FALSE,vlfsh252jt45cqu2z2r29q6qx,dd9b3d11-09bc-11ec-893a-12de62d610b1,Holon,,IL,32.014|34.7868
3676,US5008833-0,204,jga2s1doltt846mwww3lujht7,5008833,fl:ah_ln:agranat-1,93dajv9pfypj2lav5zdcpamd4,Aharon J.,Agranat,0,FALSE,FALSE,93dajv9pfypj2lav5zdcpamd4,fcbfee8b-09bd-11ec-893a-12de62d610b1,Pasadena,CA,US,34.1846|-118.174
3677,US5008900-1,18133,h6daikji3cijlgsrdb3c8tjqi,5008900,fl:mo_ln:yehushua-1,uj3vfuua5nk0lrvqolx3lxzq5,Moshe,Yehushua,1,FALSE,FALSE,uj3vfuua5nk0lrvqolx3lxzq5,ec16f9be-cb90-11eb-9615-121df0c29c1e,San Diego,CA,US,32.8247|-117.152
3678,US5008926-0,11822,le5dp7spx8o0phns1i1r2s5fm,5008926,fl:bo_ln:misholi-1,s1eyol4wcd7f07i1zu1go57vm,Boaz,Misholi,0,FALSE,FALSE,s1eyol4wcd7f07i1zu1go57vm,fbc1d302-cb8e-11eb-9615-121df0c29c1e,Ramat Hasharon,,IL,32.1353|34.8304
3679,US5009164-0,7336,8obusmt4uq9oj4mj3h0f7k9o9,5009164,fl:od_ln:grinberg-1,qkht15x0jew2npai51ucfrcgw,Oded,Grinberg,0,FALSE,FALSE,qkht15x0jew2npai51ucfrcgw,f5ad0a1c-cb8f-11eb-9615-121df0c29c1e,Mazkeret Batya,,IL,31.8396|34.8465
3680,US5009514-0,5857,rl83v8c4ud18uealf1rwhk6iv,5009514,rl83v8c4ud18uealf1rwhk6iv,jva58pl1fqkczuf3bkvq299lb,Ardon,Gador,0,FALSE,FALSE,jva58pl1fqkczuf3bkvq299lb,f9f7a3ae-cb90-11eb-9615-121df0c29c1e,"55105, Kiryat Ono",,IL,32.0594|34.8577
3681,US5009791-0,10773,lj1sol4pu7yn5jzsu4sizagd7,5009791,fl:is_ln:lin-1,7ornmfp5eq5fztoweyvzt35v2,Israel J.,Lin,0,FALSE,FALSE,7ornmfp5eq5fztoweyvzt35v2,e49a9791-cb8f-11eb-9615-121df0c29c1e,Kerem Maharal,,IL,32.6461|34.99
3682,US5010251-0,7283,zru7ru5sporihcynn9h3ucdct,5010251,fl:ja_ln:grinberg-1,cm186eq93521moyvqp5093bhs,Jan,Grinberg,0,FALSE,FALSE,cm186eq93521moyvqp5093bhs,fac6a96e-cb8f-11eb-9615-121df0c29c1e,Los Angeles,CA,US,34.0205|-118.287
3683,US5010735-0,749,m67x83wytmgnompk6pxupqltf,5010735,fl:ga_ln:assaf-1,z53f0b57gg7z8xzqqqp8zaboy,Gad,Assaf,0,FALSE,FALSE,z53f0b57gg7z8xzqqqp8zaboy,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3684,US5010751-1,903,dca4zidjf6n4rrku18g1kdfys,5010751,fl:no_ln:avni-1,m2bksok4j2tgk6ffgpuqw1bkf,Noam,Avni,1,FALSE,FALSE,m2bksok4j2tgk6ffgpuqw1bkf,f7313655-09bb-11ec-893a-12de62d610b1,Kibutz Hatzor,,IL,32.9838|35.5404
3685,US5010851-0,7637,g2hlfhsti34rps6lhe54bdzgh,5010851,fl:ga_ln:gvaryahu-1,9ml560q1a4bd5e2swze91mp50,Gadi,Gvaryahu,0,FALSE,FALSE,9ml560q1a4bd5e2swze91mp50,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3686,US5011343-1,1769,woqgowj0o1f13pdnwjaxd720c,5011343,fl:ya_ln:berger-3,3719yjx6ud545ylhbhfu4bta4,Yaron,Berger,1,FALSE,FALSE,3719yjx6ud545ylhbhfu4bta4,f6608393-cb8f-11eb-9615-121df0c29c1e,Ramat Aviv G,,IL,32.1194|34.7927
3687,US5011485-0,3386,395t1k9p2ien00mkzre3s499x,5011485,fl:ya_ln:daar-1,30zgx0uufi9aymcaerrxpkz7k,Yair,Daar,0,FALSE,FALSE,30zgx0uufi9aymcaerrxpkz7k,ffcbfc28-cb8e-11eb-9615-121df0c29c1e,Moshav Galia,,IL,31.9523|34.9219
3688,US5011749-1,2643,s1dyxfmp5chyla2dwss5vikpy,5011749,fl:is_ln:cabasso-1,r6dm4wqe9kldsm29d17rd3ecb,Israel,Cabasso,1,FALSE,FALSE,r6dm4wqe9kldsm29d17rd3ecb,f253e1fd-cb8e-11eb-9615-121df0c29c1e,Syracuse,NY,US,43.0353|-76.141
3689,US5012217-2,11913,b8o71fhrtzldxe0ihx0k48uvg,5012217,fl:ra_ln:morad-1,xsu9x2srx1jt3ieh5ocr3cj13,Ratson,Morad,2,FALSE,FALSE,xsu9x2srx1jt3ieh5ocr3cj13,f13e8ce2-cb8f-11eb-9615-121df0c29c1e,Zichron Yakov,,IL,31.9325|34.8306
3690,US5012300-2,76,zr5bb5lyvqems1pcrracw87ay,5012300,fl:yo_ln:adam-1,dasey2go36jl18umyyuuudqi7,Yossi,Adam,2,FALSE,FALSE,dasey2go36jl18umyyuuudqi7,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3691,US5012441-0,13637,htbsb982p7owbngzk5fqh1loz,5012441,fl:re_ln:retter-1,0viyiy6amtlxinnqxzlw8zux6,Refael,Retter,0,FALSE,FALSE,0viyiy6amtlxinnqxzlw8zux6,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3692,US5012519-0,131,azfb5j590lw3mdmvldjq2do7z,5012519,fl:sh_ln:adlersberg-2,1fzoj88zrj8rx7zzygwgazvf0,Shabtai,Adlersberg,0,FALSE,FALSE,1fzoj88zrj8rx7zzygwgazvf0,fe2762b6-09bd-11ec-893a-12de62d610b1,Petah-Tikva,,IL,32.0905|34.884
3693,US5012904-0,1403,zhtg7t79nkhuysqas6umcth09,5012904,fl:yo_ln:becher-1,zem6phgl7gti0paqivt79kf7z,Yona,Becher,0,FALSE,FALSE,zem6phgl7gti0paqivt79kf7z,ec64093c-09bd-11ec-893a-12de62d610b1,Rishon LeZion,,IL,31.9752|34.7809
3694,US5013086-0,1738,m7nvaqp8w2g57gfzwl42o14hk,5013086,fl:yo_ln:benzur-2,zvwdg2d76bpwi1i5kpg37bk76,Yoram,Benzur,0,FALSE,FALSE,zvwdg2d76bpwi1i5kpg37bk76,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3695,US5013320-0,12720,dq5rip9ur1pt50z0zlcdeoynb,5013320,dq5rip9ur1pt50z0zlcdeoynb,sa8t09dl4psfp4ak6n0qprdyj,Roni,Orpaz,0,FALSE,FALSE,sa8t09dl4psfp4ak6n0qprdyj,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3696,US5013461-0,3833,yntlj0b644yx1eomz0jkimw54,5013461,fl:mo_ln:drori-1,2zc91svqjdcb1iwm68ezvxl53,Mordeki,Drori,0,FALSE,FALSE,2zc91svqjdcb1iwm68ezvxl53,519e62f8-cb8e-11eb-9615-121df0c29c1e,Kiron,,IL,
3697,US5013569-0,14383,zmstcuri8lhpvriyi58ifgvq7,5013569,fl:da_ln:rubin-24,9q3wxsci5t5gkyilk7x0s7g4w,David,Rubin,0,FALSE,FALSE,9q3wxsci5t5gkyilk7x0s7g4w,ec16f9be-cb90-11eb-9615-121df0c29c1e,San Diego,CA,US,32.8247|-117.152
3698,US5013972-1,575,xlsgjp9wcfnpclqcv15n2tm4o,5013972,xlsgjp9wcfnpclqcv15n2tm4o,9c6882xayvbg5hwjbskmy50ak,Israel,Apel,1,FALSE,FALSE,9c6882xayvbg5hwjbskmy50ak,f5807b01-cb90-11eb-9615-121df0c29c1e,Bnei Braq,,IL,32.0891|34.8342
3699,US5014097-2,4085,hs898epxz1733rr6b0r0asjqw,5014097,fl:bo_ln:eitan-6,kep3cdrl0prsrdn4fdkfi0i7y,Boaz,Eitan,2,FALSE,FALSE,kep3cdrl0prsrdn4fdkfi0i7y,ea59a211-09be-11ec-893a-12de62d610b1,Sunnyvale,CA,US,37.3688|-122.036
3700,US5014319-0,10167,edy7zkd8i8wff07piyjursin2,5014319,fl:va_ln:leibman-1,fav1biaas8s6p3cl1ocbs5u6m,Vadim,Leibman,0,FALSE,FALSE,fav1biaas8s6p3cl1ocbs5u6m,f760bf38-cb8e-11eb-9615-121df0c29c1e,Nof Haemak,,IL,31.8705|34.9897
3701,US5014532-0,15738,ukkz7ksp0rc3zwpqitft4qszf,5014532,fl:it_ln:shoher-1,i2448gvk9d0w63efbmae1doga,Itzhak,Shoher,0,FALSE,FALSE,i2448gvk9d0w63efbmae1doga,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel-Aviv,,IL,32.0887|34.7831
3702,US5014610-0,16948,ggp0yi0xitrnx025ud5td63ya,5014610,fl:is_ln:twito-1,6lx4ot4xg5q7rykg0anli0dwh,Israel,Twito,0,FALSE,FALSE,6lx4ot4xg5q7rykg0anli0dwh,3dc10f03-cb8e-11eb-9615-121df0c29c1e,Herzlia,,IL,
3703,US5014681-0,8001,6vwxrhi1vxnahi343xposxs7g,5014681,6vwxrhi1vxnahi343xposxs7g,mxwt1wvm8kfoifn36k8r575kv,Avraham,Heeman,0,FALSE,FALSE,mxwt1wvm8kfoifn36k8r575kv,5febc637-cb8e-11eb-9615-121df0c29c1e,Karkur,,IL,32.4723|34.9812
3704,US5014705-1,614,gcaj5wbwbbw3rps0u05fu8g3d,5014705,fl:am_ln:arber-1,w5x3ewqxz4ixfcmla22db1qmo,Amihadar,Arber,1,FALSE,FALSE,w5x3ewqxz4ixfcmla22db1qmo,ee5709e5-cb90-11eb-9615-121df0c29c1e,Skokie,IL,US,42.0343|-87.7371
3705,US5015090-2,15209,l96aect8vwpys6g6t3hdt6cen,5015090,fl:ro_ln:shafir-1,f4zv95sy7dnyvci2fr848spj6,Roni,Shafir,2,FALSE,FALSE,f4zv95sy7dnyvci2fr848spj6,f6608393-cb8f-11eb-9615-121df0c29c1e,Ramat-Aviv,,IL,32.1194|34.7927
3706,US5015379-0,3833,5jln6vafibuptshs8jyej1oao,5015379,fl:mo_ln:drori-1,dbcdaqdcrh5lxnlt5mfd0s7pa,Mordeki,Drori,0,FALSE,FALSE,dbcdaqdcrh5lxnlt5mfd0s7pa,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3707,US5015685-1,12975,x65iobt2rsy29g3xhtatz9gtb,5015685,fl:mi_ln:peled-1,idrlbszxaj21c5q476u0im15e,Michael,Peled,1,FALSE,FALSE,idrlbszxaj21c5q476u0im15e,ff0b5631-cb8e-11eb-9615-121df0c29c1e,Beer-Sheva,,IL,31.2582|34.7849
3708,US5016162-8,19172,lwjqu2kw2ivin8osu4j53kuy5,5016162,fl:pa_ln:marino-2,k77m9ok312o6ys0j0tsh9n1ck,Paul K.,Marino,8,FALSE,FALSE,k77m9ok312o6ys0j0tsh9n1ck,3c99a6df-cb8e-11eb-9615-121df0c29c1e,Hopkinton,MA,US,42.2281|-71.5317
3709,US5016247-0,2878,uobtpqaezea0q3myfq4ixpbn3,5016247,fl:is_ln:cidon-1,4l75vy1uhur1lhaz41np3he5z,Israel,Cidon,0,FALSE,FALSE,4l75vy1uhur1lhaz41np3he5z,fe67d7f9-cb8f-11eb-9615-121df0c29c1e,New York,NY,US,40.6931|-73.8784
3710,US5016274-2,4444,eek5xl0j5el8rpggoaszqargm,5016274,fl:sh_ln:even-1,004est9b4cosfodlle7rjcmzi,Shimon,Even,2,FALSE,FALSE,004est9b4cosfodlle7rjcmzi,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3711,US5016518-1,4295,vtwmafkst50ty5ek3bw8hauka,5016518,fl:gi_ln:engler-1,5u5guijx8vn9r60h0wwu9ezi2,Gideon,Engler,1,FALSE,FALSE,5u5guijx8vn9r60h0wwu9ezi2,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3712,US5016762-0,16894,zb8ak5dffxurnvpb4stqqq7v4,5016762,zb8ak5dffxurnvpb4stqqq7v4,bf0oridxoms5sf38fjqhyryvh,Rafi,Tsabar,0,FALSE,FALSE,bf0oridxoms5sf38fjqhyryvh,fbc1d302-cb8e-11eb-9615-121df0c29c1e,Ramat Hasharon,,IL,32.1353|34.8304
3713,US5017043-0,749,ojp9jlxhdwx4700k3tj3nfre3,5017043,fl:ga_ln:assaf-1,ktfbut9hslaiqrfa1i1ui19ja,Gad,Assaf,0,FALSE,FALSE,ktfbut9hslaiqrfa1i1ui19ja,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3714,US5017295-0,560,5ii5907r27r14xbx3tpff2gpg,5017295,fl:ma_ln:antelman-1,zczcq8seym4fsuhdi0vi9xdh9,Marvin S.,Antelman,0,FALSE,FALSE,zczcq8seym4fsuhdi0vi9xdh9,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3715,US5017473-0,17216,673eosg659zsg9e493dv2gzp9,5017473,fl:da_ln:wagner-8,tkv5ck6865idpwgeud2uwo7ow,Daniel B.,Wagner,0,FALSE,FALSE,tkv5ck6865idpwgeud2uwo7ow,97766e3d-cbae-11eb-9615-121df0c29c1e,Raleigh,NC,US,35.7804|-78.6391
3716,US5017524-1,13292,pacrus277mc29ovon6pnetnkt,5017524,fl:re_ln:porat-1,8c28pevntaesprww6miqg7aqo,Reuven,Porat,1,FALSE,FALSE,8c28pevntaesprww6miqg7aqo,3cf5d395-cb8e-11eb-9615-121df0c29c1e,Nahariya,,IL,33.005|35.0988
3717,US5017705-0,1469,0glgxiawp6060b5zpo7oxnhp7,5017705,fl:yi_ln:becker-1,dhudxtu3fyxb51rd2vr1itxtg,Yigal,Becker,0,FALSE,FALSE,dhudxtu3fyxb51rd2vr1itxtg,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3718,US5018289-0,6085,gp8ndh3dua35uousfg8f02yf8,5018289,fl:gi_ln:gelman-1,6mjvhwbmar0h7bmj6f3h6k736,Gideon,Gelman,0,FALSE,FALSE,6mjvhwbmar0h7bmj6f3h6k736,fe2762b6-09bd-11ec-893a-12de62d610b1,Petah,,IL,32.0905|34.884
3719,US5018768-0,12791,5a528csnq5kkbr60zvrtls5ow,5018768,fl:jo_ln:palatchy-1,8tce9a1wldo6p52yqhnlcan6w,Josef,Palatchy,0,FALSE,FALSE,8tce9a1wldo6p52yqhnlcan6w,78253113-cb8e-11eb-9615-121df0c29c1e,Tiberias,,IL,32.7938|35.5329
3720,US5019091-1,13251,poulhwdwbjd1zvk7ixwh9wqf2,5019091,fl:am_ln:porat-3,tynwk8vc007r9e7kv5j39ym9w,Amir,Porat,1,FALSE,FALSE,tynwk8vc007r9e7kv5j39ym9w,fe1761e8-cb90-11eb-9615-121df0c29c1e,North Caldwell,NJ,US,40.8589|-74.2584
3721,US5019379-0,3674,4zt4ckuehmcfsygyktzm8z3ev,5019379,fl:ab_ln:domb-3,5sh4pua3glin8kagpw6seoc9k,Abraham J.,Domb,0,FALSE,FALSE,5sh4pua3glin8kagpw6seoc9k,db8aa9ae-cb8e-11eb-9615-121df0c29c1e,Brookline,MA,US,42.3318|-71.1212
3722,US5019458-0,4172,s0fmdxu3jbfw3vw0hdfebbumu,5019458,fl:zv_ln:elgat-1,ms60v5ek2wlfeur4v3hnsp25o,Zvi,Elgat,0,FALSE,FALSE,ms60v5ek2wlfeur4v3hnsp25o,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3723,US5020280-0,12574,mztz3x8qm07hvv2xn50s3q7ba,5020280,fl:ge_ln:o'reilly-1,fevlm5tt1h13818iy2vm59yp6,Gerard,O'Reilly,0,FALSE,FALSE,fevlm5tt1h13818iy2vm59yp6,eb190391-cb8f-11eb-9615-121df0c29c1e,Yisod Hama'ala,,IL,32.7364|35.6556
3724,US5020328-0,2474,ac7a8asqf6rapyztszsrepdk3,5020328,fl:lu_ln:bronicki-1,0c41biwfxl7olrmlfgrba518j,Lucien Y.,Bronicki,0,FALSE,FALSE,0c41biwfxl7olrmlfgrba518j,fd86b1df-09be-11ec-893a-12de62d610b1,Yavne,,IL,31.873|34.7366
3725,US5020333-0,749,si8hsrsu3d9v6rz4m1qh40l8j,5020333,fl:ga_ln:assaf-1,c90daxo5iqd1lgi5qag4lqook,Gad,Assaf,0,FALSE,FALSE,c90daxo5iqd1lgi5qag4lqook,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3726,US5020906-0,12930,oyo1glpku714fhuyc1igfybm2,5020906,fl:of_ln:paz-2,t3cf36mpy6gi7lo4hzwvzuusk,Ofer,Paz,0,FALSE,FALSE,t3cf36mpy6gi7lo4hzwvzuusk,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3727,US5021668-1,15284,aha4g3a0kb9pw57xtki6hdcl9,5021668,fl:am_ln:shalom-3,4v7zh3azccfgt1cx5adirrz1x,Ami B.,Shalom,1,FALSE,FALSE,4v7zh3azccfgt1cx5adirrz1x,e05597a4-cb8e-11eb-9615-121df0c29c1e,Kiryat Motzkin,,IL,32.8437|35.0835
3728,US5021847-0,4085,midygr11ggwyrcy3bmjqp9jj7,5021847,fl:bo_ln:eitan-6,r873y8b3swyus5uzzxn8qp3nq,Boaz,Eitan,0,FALSE,FALSE,r873y8b3swyus5uzzxn8qp3nq,ea59a211-09be-11ec-893a-12de62d610b1,Sunnyvale,CA,US,37.3688|-122.036
3729,US5022024-0,12826,wu5rihs4vzzrtid0pkls4n8tl,5022024,fl:er_ln:paneth-1,x1p957ay692t9du2c2cu9801s,Eric,Paneth,0,FALSE,FALSE,x1p957ay692t9du2c2cu9801s,5dca6219-cb8e-11eb-9615-121df0c29c1e,Givataijm,,IL,
3730,US5022145-0,2374,rd2pb6tdxcc2icq54fg7ggjsf,5022145,rd2pb6tdxcc2icq54fg7ggjsf,9k05wzphvj08peyxuczti3zfl,Michael,"Brawerman, deceased",0,FALSE,TRUE,9k05wzphvj08peyxuczti3zfl,fc3d5593-cb8f-11eb-9615-121df0c29c1e,"late of Ramat Aviv, Tel Aviv",,IL,32.0887|34.7831
3731,US5022724-0,15494,4zsim61ff95t5ol7s3igaebew,5022724,fl:ma_ln:shechterman-1,xn8mnoqk62dd9wxblbmr4f85g,Mark,Shechterman,0,FALSE,FALSE,xn8mnoqk62dd9wxblbmr4f85g,ffd892ef-cb8e-11eb-9615-121df0c29c1e,Nes-Ziona,,IL,31.9206|34.7941
3732,US5022796-0,12849,5kvnly5143d60w6q038bdd1pe,5022796,fl:jo_ln:pano-1,xtkmbuwx0sxeumyklxzi40948,Joseph,Pano,0,FALSE,FALSE,xtkmbuwx0sxeumyklxzi40948,8bb4aab4-cb8f-11eb-9615-121df0c29c1e,Shave Zion,,IL,32.9806|35.0833
3733,US5022900-1,1167,eip7xk0wqi1n81vzp6fuj9ew7,5022900,eip7xk0wqi1n81vzp6fuj9ew7,morvfjmlymi1t6686g6yqqa7r,Gad,Bar-Sela,1,FALSE,FALSE,morvfjmlymi1t6686g6yqqa7r,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel-Aviv,,IL,32.0887|34.7831
3734,US5022940-0,11494,ezws97ug5rrc7ys17yv1tjcnc,5022940,fl:ra_ln:mehoudar-1,2rqovgb1ma7w578ajzv6yr07n,Raphael,Mehoudar,0,FALSE,FALSE,2rqovgb1ma7w578ajzv6yr07n,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
